연령구분_성별,15~29세_전체,15~29세_남자,15~29세_여자,20~34세_전체,20~34세_남자,20~34세_여자
2012.05_교육훈련 경험없음,8110,4167,3943,0,0,0
2012.05_무학,4,2,1,0,0,0
2013.05_청년층 인구 전체,9440,4689,4751,0,0,0
2013.05_교육훈련 경험있음,1378,584,794,0,0,0
2013.05_재학ㆍ휴학 중,733,320,413,0,0,0
2013.05_졸업ㆍ중퇴이후,495,215,281,0,0,0
2013.05_재학ㆍ휴학 및 졸업ㆍ중퇴 이후,150,50,100,0,0,0
2013.05_교육훈련 경험없음,8061,4105,3956,0,0,0
2013.05_무학,1,1,1,0,0,0
2014.05_청년층 인구 전체,9397,4681,4716,0,0,0
2014.05_교육훈련 경험있음,1501,636,865,0,0,0
2014.05_재학ㆍ휴학 중,788,333,456,0,0,0
2014.05_졸업ㆍ중퇴이후,546,238,308,0,0,0
2014.05_재학ㆍ휴학 및 졸업ㆍ중퇴 이후,167,66,101,0,0,0
2014.05_교육훈련 경험없음,7891,4042,3849,0,0,0
2014.05_무학,5,2,3,0,0,0
2015.05_청년층 인구 전체,9385,4680,4705,0,0,0
2015.05_교육훈련 경험있음,1529,639,890,0,0,0
2015.05_재학ㆍ휴학 중,832,345,487,0,0,0
2015.05_졸업ㆍ중퇴이후,554,234,320,0,0,0
2015.05_재학ㆍ휴학 및 졸업ㆍ중퇴 이후,143,60,83,0,0,0
2015.05_교육훈련 경험없음,7854,4040,3815,0,0,0
2015.05_무학,2,1,1,0,0,0
2016.05_청년층 인구 전체,9378,4685,4694,0,0,0
2016.05_교육훈련 경험있음,1500,637,862,0,0,0
2016.05_재학ㆍ휴학 중,862,344,517,0,0,0
2016.05_졸업ㆍ중퇴이후,514,233,282,0,0,0
2016.05_재학ㆍ휴학 및 졸업ㆍ중퇴 이후,123,60,63,0,0,0
2016.05_교육훈련 경험없음,7875,4045,3830,0,0,0
2016.05_무학,4,3,1,0,0,0
2017.05_청년층 인구 전체,9302,4651,4651,9849,4958,4891
2017.05_교육훈련 경험있음,1705,740,964,2498,1145,1353
2017.05_재학ㆍ휴학 중,956,414,542,1290,601,689
2017.05_졸업ㆍ중퇴이후,580,251,329,935,416,519
2017.05_재학ㆍ휴학 및 졸업ㆍ중퇴 이후,169,76,93,273,128,144
2017.05_교육훈련 경험없음,7595,3908,3687,7347,3810,3537
2017.05_무학,3,2,1,4,3,1
2018.05_청년층 인구 전체,9157,4566,4591,9718,4888,4830
2018.05_교육훈련 경험있음,1721,742,979,2559,1164,1395
2018.05_재학ㆍ휴학 중,905,388,517,1238,547,691
2018.05_졸업ㆍ중퇴이후,654,294,359,1062,509,554
2018.05_재학ㆍ휴학 및 졸업ㆍ중퇴 이후,162,59,103,259,109,150
2018.05_교육훈련 경험없음,7435,3823,3613,7158,3722,3436
2018.05_무학,1,1,0,1,1,0
2019.05_청년층 인구 전체,9073,4536,4537,9704,4902,4802
2019.05_교육훈련 경험있음,1633,700,933,2453,1100,1353
2019.05_재학ㆍ휴학 중,836,338,498,1148,479,669
2019.05_졸업ㆍ중퇴이후,678,324,354,1090,539,551
2019.05_재학ㆍ휴학 및 졸업ㆍ중퇴 이후,118,37,81,215,82,133
2019.05_교육훈련 경험없음,7440,3836,3604,7250,3802,3447
2019.05_무학,0,0,0,1,0,1
2020.05_청년층 인구 전체,8934,4467,4467,9741,4934,4807
2020.05_교육훈련 경험있음,1625,707,919,2435,1129,1307
2020.05_재학ㆍ휴학 중,832,343,489,1135,491,644
2020.05_졸업ㆍ중퇴이후,650,312,338,1044,530,514
2020.05_재학ㆍ휴학 및 졸업ㆍ중퇴 이후,144,53,91,257,108,149
2020.05_교육훈련 경험없음,7307,3760,3548,7302,3805,3497
2020.05_무학,2,1,1,4,1,3
2021.05_청년층 인구 전체,8799,4405,4393,9778,4967,4811
2021.05_교육훈련 경험있음,1576,677,900,2367,1089,1278
2021.05_재학ㆍ휴학 중,769,315,454,1076,470,606
2021.05_졸업ㆍ중퇴이후,670,302,368,1036,502,534
2021.05_재학ㆍ휴학 및 졸업ㆍ중퇴 이후,137,60,78,254,116,138
2021.05_교육훈련 경험없음,7220,3727,3493,7406,3877,3530
2021.05_무학,3,2,1,5,2,4
2022.05_청년층 인구 전체,8595,4299,4296,9717,4941,4776
2022.05_교육훈련 경험있음,1462,623,840,2289,1029,1260
2022.05_재학ㆍ휴학 중,672,273,399,1022,441,581
2022.05_졸업ㆍ중퇴이후,654,290,363,1025,481,544
2022.05_재학ㆍ휴학 및 졸업ㆍ중퇴 이후,136,59,78,242,107,135
2022.05_교육훈련 경험없음,7129,3673,3456,7422,3907,3515
2022.05_무학,4,4,0,6,4,1
2023.05_청년층 인구 전체,8416,4220,4196,9603,4890,4713
2023.05_교육훈련 경험있음,1351,572,779,2213,973,1240
2023.05_재학ㆍ휴학 중,638,274,364,987,442,545
2023.05_졸업ㆍ중퇴이후,589,253,336,1009,455,554
2023.05_재학ㆍ휴학 및 졸업ㆍ중퇴 이후,124,45,79,217,76,141
2023.05_교육훈련 경험없음,7060,3644,3416,7384,3912,3472
2023.05_무학,4,3,1,6,5,2
2024.05_청년층 인구 전체,8173,4088,4085,9473,4831,4643
2024.05_교육훈련 경험있음,1368,612,756,2242,1039,1203
2024.05_재학ㆍ휴학 중,633,272,362,953,432,520
2024.05_졸업ㆍ중퇴이후,613,294,319,1055,522,533
2024.05_재학ㆍ휴학 및 졸업ㆍ중퇴 이후,122,47,75,234,84,150
2024.05_교육훈련 경험없음,6804,3476,3327,7229,3792,3437
2024.05_무학,2,0,2,2,0,2
2025.05_청년층 인구 전체,7974,3994,3980,9337,4778,4559
2025.05_교육훈련 경험있음,1247,560,687,2221,1033,1188
2025.05_재학ㆍ휴학 중,592,266,326,930,426,504
2025.05_졸업ㆍ중퇴이후,552,250,303,1060,508,551
2025.05_재학ㆍ휴학 및 졸업ㆍ중퇴 이후,103,45,58,231,98,133
2025.05_교육훈련 경험없음,6724,3434,3290,7113,3745,3368
2025.05_무학,3,0,3,3,0,3
